z_round,dcm_mpc,dcm_transverse_mpc
0.6789,2444.02883148,2444.02883148
0.679,2444.32298412,2444.32298412
0.6791,2444.61711915,2444.61711915
0.6792,2444.91123659,2444.91123659
0.6793,2445.20533643,2445.20533643
0.6794,2445.49941867,2445.49941867
0.6795,2445.79348332,2445.79348332
0.6796,2446.08753036,2446.08753036
0.6797,2446.38155981,2446.38155981
0.6798,2446.67557167,2446.67557167
0.6799,2446.96956594,2446.96956594
0.68,2447.26354261,2447.26354261
0.6801,2447.55750169,2447.55750169
0.6802,2447.85144319,2447.85144319
0.6803,2448.14536709,2448.14536709
0.6804,2448.43927341,2448.43927341
0.6805,2448.73316214,2448.73316214
0.6806,2449.02703328,2449.02703328
0.6807,2449.32088684,2449.32088684
0.6808,2449.61472282,2449.61472282
0.6809,2449.90854122,2449.90854122
0.681,2450.20234203,2450.20234203
0.6811,2450.49612526,2450.49612526
0.6812,2450.78989092,2450.78989092
0.6813,2451.08363899,2451.08363899
0.6814,2451.37736949,2451.37736949
0.6815,2451.67108242,2451.67108242
0.6816,2451.96477777,2451.96477777
0.6817,2452.25845554,2452.25845554
0.6818,2452.55211574,2452.55211574
0.6819,2452.84575837,2452.84575837
0.682,2453.13938343,2453.13938343
0.6821,2453.43299092,2453.43299092
0.6822,2453.72658084,2453.72658084
0.6823,2454.0201532,2454.0201532
0.6824,2454.31370799,2454.31370799
0.6825,2454.60724521,2454.60724521
0.6826,2454.90076487,2454.90076487
0.6827,2455.19426697,2455.19426697
0.6828,2455.4877515,2455.4877515
0.6829,2455.78121847,2455.78121847
0.683,2456.07466788,2456.07466788
0.6831,2456.36809974,2456.36809974
0.6832,2456.66151403,2456.66151403
0.6833,2456.95491077,2456.95491077
0.6834,2457.24828996,2457.24828996
0.6835,2457.54165159,2457.54165159
0.6836,2457.83499566,2457.83499566
0.6837,2458.12832219,2458.12832219
0.6838,2458.42163116,2458.42163116
0.6839,2458.71492258,2458.71492258
0.684,2459.00819645,2459.00819645
0.6841,2459.30145278,2459.30145278
0.6842,2459.59469155,2459.59469155
0.6843,2459.88791278,2459.88791278
0.6844,2460.18111647,2460.18111647
0.6845,2460.47430261,2460.47430261
0.6846,2460.76747121,2460.76747121
0.6847,2461.06062227,2461.06062227
0.6848,2461.35375578,2461.35375578
0.6849,2461.64687176,2461.64687176
0.685,2461.9399702,2461.9399702
0.6851,2462.2330511,2462.2330511
0.6852,2462.52611446,2462.52611446
0.6853,2462.81916029,2462.81916029
0.6854,2463.11218859,2463.11218859
0.6855,2463.40519935,2463.40519935
0.6856,2463.69819258,2463.69819258
0.6857,2463.99116827,2463.99116827
0.6858,2464.28412644,2464.28412644
0.6859,2464.57706708,2464.57706708
0.686,2464.86999019,2464.86999019
0.6861,2465.16289578,2465.16289578
0.6862,2465.45578383,2465.45578383
0.6863,2465.74865437,2465.74865437
0.6864,2466.04150738,2466.04150738
0.6865,2466.33434286,2466.33434286
0.6866,2466.62716083,2466.62716083
0.6867,2466.91996128,2466.91996128
0.6868,2467.2127442,2467.2127442
0.6869,2467.50550961,2467.50550961
0.687,2467.7982575,2467.7982575
0.6871,2468.09098787,2468.09098787
0.6872,2468.38370073,2468.38370073
0.6873,2468.67639608,2468.67639608
0.6874,2468.96907391,2468.96907391
0.6875,2469.26173423,2469.26173423
0.6876,2469.55437704,2469.55437704
0.6877,2469.84700234,2469.84700234
0.6878,2470.13961013,2470.13961013
0.6879,2470.43220041,2470.43220041
0.688,2470.72477319,2470.72477319
0.6881,2471.01732846,2471.01732846
0.6882,2471.30986622,2471.30986622
0.6883,2471.60238649,2471.60238649
0.6884,2471.89488925,2471.89488925
0.6885,2472.18737451,2472.18737451
0.6886,2472.47984227,2472.47984227
0.6887,2472.77229253,2472.77229253
0.6888,2473.06472529,2473.06472529
0.6889,2473.35714055,2473.35714055
0.689,2473.64953832,2473.64953832
0.6891,2473.9419186,2473.9419186
0.6892,2474.23428138,2474.23428138
0.6893,2474.52662667,2474.52662667
0.6894,2474.81895446,2474.81895446
0.6895,2475.11126477,2475.11126477
0.6896,2475.40355759,2475.40355759
0.6897,2475.69583291,2475.69583291
0.6898,2475.98809075,2475.98809075
0.6899,2476.28033111,2476.28033111
0.69,2476.57255398,2476.57255398
0.6901,2476.86475936,2476.86475936
0.6902,2477.15694727,2477.15694727
0.6903,2477.44911768,2477.44911768
0.6904,2477.74127062,2477.74127062
0.6905,2478.03340608,2478.03340608
0.6906,2478.32552406,2478.32552406
0.6907,2478.61762457,2478.61762457
0.6908,2478.90970759,2478.90970759
0.6909,2479.20177314,2479.20177314
0.691,2479.49382122,2479.49382122
0.6911,2479.78585182,2479.78585182
0.6912,2480.07786495,2480.07786495
0.6913,2480.36986061,2480.36986061
0.6914,2480.6618388,2480.6618388
0.6915,2480.95379952,2480.95379952
0.6916,2481.24574277,2481.24574277
0.6917,2481.53766855,2481.53766855
0.6918,2481.82957687,2481.82957687
0.6919,2482.12146772,2482.12146772
0.692,2482.41334111,2482.41334111
0.6921,2482.70519704,2482.70519704
0.6922,2482.99703551,2482.99703551
0.6923,2483.28885651,2483.28885651
0.6924,2483.58066006,2483.58066006
0.6925,2483.87244614,2483.87244614
0.6926,2484.16421477,2484.16421477
0.6927,2484.45596594,2484.45596594
0.6928,2484.74769966,2484.74769966
0.6929,2485.03941593,2485.03941593
0.693,2485.33111474,2485.33111474
0.6931,2485.62279609,2485.62279609
0.6932,2485.91446,2485.91446
0.6933,2486.20610646,2486.20610646
0.6934,2486.49773547,2486.49773547
0.6935,2486.78934703,2486.78934703
0.6936,2487.08094114,2487.08094114
0.6937,2487.37251781,2487.37251781
0.6938,2487.66407704,2487.66407704
0.6939,2487.95561882,2487.95561882
0.694,2488.24714315,2488.24714315
0.6941,2488.53865005,2488.53865005
0.6942,2488.83013951,2488.83013951
0.6943,2489.12161153,2489.12161153
0.6944,2489.41306611,2489.41306611
0.6945,2489.70450325,2489.70450325
0.6946,2489.99592295,2489.99592295
0.6947,2490.28732523,2490.28732523
0.6948,2490.57871006,2490.57871006
0.6949,2490.87007747,2490.87007747
0.695,2491.16142744,2491.16142744
0.6951,2491.45275998,2491.45275998
0.6952,2491.7440751,2491.7440751
0.6953,2492.03537278,2492.03537278
0.6954,2492.32665304,2492.32665304
0.6955,2492.61791587,2492.61791587
0.6956,2492.90916127,2492.90916127
0.6957,2493.20038926,2493.20038926
0.6958,2493.49159981,2493.49159981
0.6959,2493.78279295,2493.78279295
0.696,2494.07396867,2494.07396867
0.6961,2494.36512696,2494.36512696
0.6962,2494.65626784,2494.65626784
0.6963,2494.9473913,2494.9473913
0.6964,2495.23849734,2495.23849734
0.6965,2495.52958597,2495.52958597
0.6966,2495.82065718,2495.82065718
0.6967,2496.11171098,2496.11171098
0.6968,2496.40274736,2496.40274736
0.6969,2496.69376634,2496.69376634
0.697,2496.9847679,2496.9847679
0.6971,2497.27575206,2497.27575206
0.6972,2497.56671881,2497.56671881
0.6973,2497.85766815,2497.85766815
0.6974,2498.14860008,2498.14860008
0.6975,2498.43951461,2498.43951461
0.6976,2498.73041174,2498.73041174
0.6977,2499.02129146,2499.02129146
0.6978,2499.31215378,2499.31215378
0.6979,2499.6029987,2499.6029987
0.698,2499.89382622,2499.89382622
0.6981,2500.18463635,2500.18463635
0.6982,2500.47542907,2500.47542907
0.6983,2500.7662044,2500.7662044
0.6984,2501.05696233,2501.05696233
0.6985,2501.34770287,2501.34770287
0.6986,2501.63842602,2501.63842602
0.6987,2501.92913178,2501.92913178
0.6988,2502.21982014,2502.21982014
0.6989,2502.51049111,2502.51049111
0.699,2502.8011447,2502.8011447
0.6991,2503.0917809,2503.0917809
0.6992,2503.38239971,2503.38239971
0.6993,2503.67300113,2503.67300113
0.6994,2503.96358517,2503.96358517
0.6995,2504.25415183,2504.25415183
0.6996,2504.54470111,2504.54470111
0.6997,2504.835233,2504.835233
0.6998,2505.12574752,2505.12574752
0.6999,2505.41624465,2505.41624465
0.7,2505.70672441,2505.70672441
0.7001,2505.99718679,2505.99718679
0.7002,2506.28763179,2506.28763179
0.7003,2506.57805942,2506.57805942
0.7004,2506.86846967,2506.86846967
0.7005,2507.15886256,2507.15886256
0.7006,2507.44923807,2507.44923807
0.7007,2507.73959621,2507.73959621
0.7008,2508.02993698,2508.02993698
0.7009,2508.32026038,2508.32026038
0.701,2508.61056642,2508.61056642
0.7011,2508.90085509,2508.90085509
0.7012,2509.19112639,2509.19112639
0.7013,2509.48138033,2509.48138033
0.7014,2509.77161691,2509.77161691
0.7015,2510.06183612,2510.06183612
0.7016,2510.35203798,2510.35203798
0.7017,2510.64222247,2510.64222247
0.7018,2510.93238961,2510.93238961
0.7019,2511.22253939,2511.22253939
0.702,2511.51267181,2511.51267181
0.7021,2511.80278688,2511.80278688
0.7022,2512.09288459,2512.09288459
0.7023,2512.38296495,2512.38296495
0.7024,2512.67302795,2512.67302795
0.7025,2512.96307361,2512.96307361
0.7026,2513.25310191,2513.25310191
0.7027,2513.54311287,2513.54311287
0.7028,2513.83310648,2513.83310648
0.7029,2514.12308274,2514.12308274
0.703,2514.41304166,2514.41304166
0.7031,2514.70298323,2514.70298323
0.7032,2514.99290745,2514.99290745
0.7033,2515.28281434,2515.28281434
0.7034,2515.57270388,2515.57270388
0.7035,2515.86257608,2515.86257608
0.7036,2516.15243095,2516.15243095
0.7037,2516.44226847,2516.44226847
0.7038,2516.73208866,2516.73208866
0.7039,2517.02189151,2517.02189151
0.704,2517.31167703,2517.31167703
0.7041,2517.60144521,2517.60144521
0.7042,2517.89119606,2517.89119606
0.7043,2518.18092958,2518.18092958
0.7044,2518.47064577,2518.47064577
0.7045,2518.76034463,2518.76034463
0.7046,2519.05002616,2519.05002616
0.7047,2519.33969036,2519.33969036
0.7048,2519.62933723,2519.62933723
0.7049,2519.91896678,2519.91896678
0.705,2520.20857901,2520.20857901
0.7051,2520.49817391,2520.49817391
0.7052,2520.78775149,2520.78775149
0.7053,2521.07731175,2521.07731175
0.7054,2521.36685469,2521.36685469
0.7055,2521.65638031,2521.65638031
0.7056,2521.94588862,2521.94588862
0.7057,2522.2353796,2522.2353796
0.7058,2522.52485327,2522.52485327
0.7059,2522.81430963,2522.81430963
0.706,2523.10374867,2523.10374867
0.7061,2523.3931704,2523.3931704
0.7062,2523.68257482,2523.68257482
0.7063,2523.97196193,2523.97196193
0.7064,2524.26133173,2524.26133173
0.7065,2524.55068422,2524.55068422
0.7066,2524.8400194,2524.8400194
0.7067,2525.12933728,2525.12933728
0.7068,2525.41863786,2525.41863786
0.7069,2525.70792113,2525.70792113
0.707,2525.99718709,2525.99718709
0.7071,2526.28643576,2526.28643576
0.7072,2526.57566712,2526.57566712
0.7073,2526.86488119,2526.86488119
0.7074,2527.15407796,2527.15407796
0.7075,2527.44325742,2527.44325742
0.7076,2527.7324196,2527.7324196
0.7077,2528.02156448,2528.02156448
0.7078,2528.31069206,2528.31069206
0.7079,2528.59980235,2528.59980235
0.708,2528.88889535,2528.88889535
0.7081,2529.17797106,2529.17797106
0.7082,2529.46702948,2529.46702948
0.7083,2529.75607061,2529.75607061
0.7084,2530.04509445,2530.04509445
0.7085,2530.334101,2530.334101
0.7086,2530.62309027,2530.62309027
0.7087,2530.91206226,2530.91206226
0.7088,2531.20101696,2531.20101696
0.7089,2531.48995438,2531.48995438
0.709,2531.77887452,2531.77887452
0.7091,2532.06777738,2532.06777738
0.7092,2532.35666296,2532.35666296
0.7093,2532.64553126,2532.64553126
0.7094,2532.93438229,2532.93438229
0.7095,2533.22321604,2533.22321604
0.7096,2533.51203251,2533.51203251
0.7097,2533.80083171,2533.80083171
0.7098,2534.08961364,2534.08961364
0.7099,2534.3783783,2534.3783783
