z_round,dcm_mpc,dcm_transverse_mpc
0.42,1620.54752266,1620.54752266
0.4201,1620.8905185,1620.8905185
0.4202,1621.23349439,1621.23349439
0.4203,1621.57645031,1621.57645031
0.4204,1621.91938627,1621.91938627
0.4205,1622.26230226,1622.26230226
0.4206,1622.6051983,1622.6051983
0.4207,1622.94807438,1622.94807438
0.4208,1623.29093049,1623.29093049
0.4209,1623.63376665,1623.63376665
0.421,1623.97658285,1623.97658285
0.4211,1624.31937909,1624.31937909
0.4212,1624.66215538,1624.66215538
0.4213,1625.00491171,1625.00491171
0.4214,1625.34764809,1625.34764809
0.4215,1625.69036451,1625.69036451
0.4216,1626.03306097,1626.03306097
0.4217,1626.37573749,1626.37573749
0.4218,1626.71839405,1626.71839405
0.4219,1627.06103066,1627.06103066
0.422,1627.40364732,1627.40364732
0.4221,1627.74624402,1627.74624402
0.4222,1628.08882078,1628.08882078
0.4223,1628.43137759,1628.43137759
0.4224,1628.77391445,1628.77391445
0.4225,1629.11643136,1629.11643136
0.4226,1629.45892833,1629.45892833
0.4227,1629.80140535,1629.80140535
0.4228,1630.14386242,1630.14386242
0.4229,1630.48629955,1630.48629955
0.423,1630.82871673,1630.82871673
0.4231,1631.17111397,1631.17111397
0.4232,1631.51349127,1631.51349127
0.4233,1631.85584862,1631.85584862
0.4234,1632.19818604,1632.19818604
0.4235,1632.54050351,1632.54050351
0.4236,1632.88280104,1632.88280104
0.4237,1633.22507863,1633.22507863
0.4238,1633.56733629,1633.56733629
0.4239,1633.909574,1633.909574
0.424,1634.25179178,1634.25179178
0.4241,1634.59398962,1634.59398962
0.4242,1634.93616752,1634.93616752
0.4243,1635.27832549,1635.27832549
0.4244,1635.62046353,1635.62046353
0.4245,1635.96258163,1635.96258163
0.4246,1636.30467979,1636.30467979
0.4247,1636.64675803,1636.64675803
0.4248,1636.98881633,1636.98881633
0.4249,1637.3308547,1637.3308547
0.425,1637.67287314,1637.67287314
0.4251,1638.01487165,1638.01487165
0.4252,1638.35685023,1638.35685023
0.4253,1638.69880888,1638.69880888
0.4254,1639.0407476,1639.0407476
0.4255,1639.3826664,1639.3826664
0.4256,1639.72456527,1639.72456527
0.4257,1640.06644421,1640.06644421
0.4258,1640.40830323,1640.40830323
0.4259,1640.75014233,1640.75014233
0.426,1641.0919615,1641.0919615
0.4261,1641.43376074,1641.43376074
0.4262,1641.77554007,1641.77554007
0.4263,1642.11729947,1642.11729947
0.4264,1642.45903895,1642.45903895
0.4265,1642.80075852,1642.80075852
0.4266,1643.14245816,1643.14245816
0.4267,1643.48413788,1643.48413788
0.4268,1643.82579769,1643.82579769
0.4269,1644.16743757,1644.16743757
0.427,1644.50905754,1644.50905754
0.4271,1644.8506576,1644.8506576
0.4272,1645.19223774,1645.19223774
0.4273,1645.53379796,1645.53379796
0.4274,1645.87533827,1645.87533827
0.4275,1646.21685867,1646.21685867
0.4276,1646.55835915,1646.55835915
0.4277,1646.89983972,1646.89983972
0.4278,1647.24130038,1647.24130038
0.4279,1647.58274113,1647.58274113
0.428,1647.92416197,1647.92416197
0.4281,1648.2655629,1648.2655629
0.4282,1648.60694392,1648.60694392
0.4283,1648.94830503,1648.94830503
0.4284,1649.28964624,1649.28964624
0.4285,1649.63096754,1649.63096754
0.4286,1649.97226893,1649.97226893
0.4287,1650.31355042,1650.31355042
0.4288,1650.65481201,1650.65481201
0.4289,1650.99605369,1650.99605369
0.429,1651.33727546,1651.33727546
0.4291,1651.67847734,1651.67847734
0.4292,1652.01965931,1652.01965931
0.4293,1652.36082139,1652.36082139
0.4294,1652.70196356,1652.70196356
0.4295,1653.04308583,1653.04308583
0.4296,1653.38418821,1653.38418821
0.4297,1653.72527068,1653.72527068
0.4298,1654.06633326,1654.06633326
0.4299,1654.40737594,1654.40737594
0.43,1654.74839873,1654.74839873
0.4301,1655.08940162,1655.08940162
0.4302,1655.43038461,1655.43038461
0.4303,1655.77134772,1655.77134772
0.4304,1656.11229092,1656.11229092
0.4305,1656.45321424,1656.45321424
0.4306,1656.79411766,1656.79411766
0.4307,1657.1350012,1657.1350012
0.4308,1657.47586484,1657.47586484
0.4309,1657.81670859,1657.81670859
0.431,1658.15753246,1658.15753246
0.4311,1658.49833643,1658.49833643
0.4312,1658.83912052,1658.83912052
0.4313,1659.17988472,1659.17988472
0.4314,1659.52062904,1659.52062904
0.4315,1659.86135347,1659.86135347
0.4316,1660.20205801,1660.20205801
0.4317,1660.54274267,1660.54274267
0.4318,1660.88340745,1660.88340745
0.4319,1661.22405234,1661.22405234
0.432,1661.56467735,1661.56467735
0.4321,1661.90528248,1661.90528248
0.4322,1662.24586773,1662.24586773
0.4323,1662.5864331,1662.5864331
0.4324,1662.9269786,1662.9269786
0.4325,1663.26750421,1663.26750421
0.4326,1663.60800994,1663.60800994
0.4327,1663.9484958,1663.9484958
0.4328,1664.28896178,1664.28896178
0.4329,1664.62940789,1664.62940789
0.433,1664.96983412,1664.96983412
0.4331,1665.31024048,1665.31024048
0.4332,1665.65062696,1665.65062696
0.4333,1665.99099357,1665.99099357
0.4334,1666.33134031,1666.33134031
0.4335,1666.67166717,1666.67166717
0.4336,1667.01197417,1667.01197417
0.4337,1667.3522613,1667.3522613
0.4338,1667.69252855,1667.69252855
0.4339,1668.03277594,1668.03277594
0.434,1668.37300346,1668.37300346
0.4341,1668.71321111,1668.71321111
0.4342,1669.0533989,1669.0533989
0.4343,1669.39356682,1669.39356682
0.4344,1669.73371488,1669.73371488
0.4345,1670.07384307,1670.07384307
0.4346,1670.4139514,1670.4139514
0.4347,1670.75403986,1670.75403986
0.4348,1671.09410847,1671.09410847
0.4349,1671.43415721,1671.43415721
0.435,1671.77418609,1671.77418609
0.4351,1672.11419511,1672.11419511
0.4352,1672.45418427,1672.45418427
0.4353,1672.79415357,1672.79415357
0.4354,1673.13410302,1673.13410302
0.4355,1673.4740326,1673.4740326
0.4356,1673.81394234,1673.81394234
0.4357,1674.15383221,1674.15383221
0.4358,1674.49370223,1674.49370223
0.4359,1674.8335524,1674.8335524
0.436,1675.17338271,1675.17338271
0.4361,1675.51319317,1675.51319317
0.4362,1675.85298378,1675.85298378
0.4363,1676.19275453,1676.19275453
0.4364,1676.53250544,1676.53250544
0.4365,1676.87223649,1676.87223649
0.4366,1677.2119477,1677.2119477
0.4367,1677.55163905,1677.55163905
0.4368,1677.89131056,1677.89131056
0.4369,1678.23096222,1678.23096222
0.437,1678.57059404,1678.57059404
0.4371,1678.91020601,1678.91020601
0.4372,1679.24979813,1679.24979813
0.4373,1679.58937041,1679.58937041
0.4374,1679.92892285,1679.92892285
0.4375,1680.26845544,1680.26845544
0.4376,1680.60796819,1680.60796819
0.4377,1680.9474611,1680.9474611
0.4378,1681.28693417,1681.28693417
0.4379,1681.6263874,1681.6263874
0.438,1681.96582079,1681.96582079
0.4381,1682.30523434,1682.30523434
0.4382,1682.64462806,1682.64462806
0.4383,1682.98400193,1682.98400193
0.4384,1683.32335597,1683.32335597
0.4385,1683.66269018,1683.66269018
0.4386,1684.00200455,1684.00200455
0.4387,1684.34129908,1684.34129908
0.4388,1684.68057378,1684.68057378
0.4389,1685.01982865,1685.01982865
0.439,1685.35906369,1685.35906369
0.4391,1685.69827889,1685.69827889
0.4392,1686.03747427,1686.03747427
0.4393,1686.37664981,1686.37664981
0.4394,1686.71580553,1686.71580553
0.4395,1687.05494142,1687.05494142
0.4396,1687.39405747,1687.39405747
0.4397,1687.73315371,1687.73315371
0.4398,1688.07223011,1688.07223011
0.4399,1688.41128669,1688.41128669
0.44,1688.75032345,1688.75032345
0.4401,1689.08934038,1689.08934038
0.4402,1689.42833749,1689.42833749
0.4403,1689.76731477,1689.76731477
0.4404,1690.10627224,1690.10627224
0.4405,1690.44520988,1690.44520988
0.4406,1690.7841277,1690.7841277
0.4407,1691.1230257,1691.1230257
0.4408,1691.46190388,1691.46190388
0.4409,1691.80076225,1691.80076225
0.441,1692.13960079,1692.13960079
0.4411,1692.47841952,1692.47841952
0.4412,1692.81721844,1692.81721844
0.4413,1693.15599753,1693.15599753
0.4414,1693.49475682,1693.49475682
0.4415,1693.83349629,1693.83349629
0.4416,1694.17221594,1694.17221594
0.4417,1694.51091579,1694.51091579
0.4418,1694.84959582,1694.84959582
0.4419,1695.18825604,1695.18825604
0.442,1695.52689645,1695.52689645
0.4421,1695.86551705,1695.86551705
0.4422,1696.20411784,1696.20411784
0.4423,1696.54269883,1696.54269883
0.4424,1696.88126,1696.88126
0.4425,1697.21980137,1697.21980137
0.4426,1697.55832293,1697.55832293
0.4427,1697.89682469,1697.89682469
0.4428,1698.23530665,1698.23530665
0.4429,1698.5737688,1698.5737688
0.443,1698.91221114,1698.91221114
0.4431,1699.25063369,1699.25063369
0.4432,1699.58903643,1699.58903643
0.4433,1699.92741937,1699.92741937
0.4434,1700.26578252,1700.26578252
0.4435,1700.60412586,1700.60412586
0.4436,1700.9424494,1700.9424494
0.4437,1701.28075315,1701.28075315
0.4438,1701.6190371,1701.6190371
0.4439,1701.95730125,1701.95730125
0.444,1702.29554561,1702.29554561
0.4441,1702.63377017,1702.63377017
0.4442,1702.97197494,1702.97197494
0.4443,1703.31015991,1703.31015991
0.4444,1703.64832509,1703.64832509
0.4445,1703.98647048,1703.98647048
0.4446,1704.32459608,1704.32459608
0.4447,1704.66270189,1704.66270189
0.4448,1705.00078791,1705.00078791
0.4449,1705.33885414,1705.33885414
0.445,1705.67690058,1705.67690058
0.4451,1706.01492723,1706.01492723
0.4452,1706.35293409,1706.35293409
0.4453,1706.69092117,1706.69092117
0.4454,1707.02888847,1707.02888847
0.4455,1707.36683598,1707.36683598
0.4456,1707.7047637,1707.7047637
0.4457,1708.04267164,1708.04267164
0.4458,1708.3805598,1708.3805598
0.4459,1708.71842818,1708.71842818
0.446,1709.05627678,1709.05627678
0.4461,1709.3941056,1709.3941056
0.4462,1709.73191463,1709.73191463
0.4463,1710.06970389,1710.06970389
0.4464,1710.40747337,1710.40747337
0.4465,1710.74522308,1710.74522308
0.4466,1711.082953,1711.082953
0.4467,1711.42066315,1711.42066315
0.4468,1711.75835353,1711.75835353
0.4469,1712.09602413,1712.09602413
0.447,1712.43367496,1712.43367496
0.4471,1712.77130601,1712.77130601
0.4472,1713.10891729,1713.10891729
0.4473,1713.44650881,1713.44650881
0.4474,1713.78408055,1713.78408055
0.4475,1714.12163252,1714.12163252
0.4476,1714.45916472,1714.45916472
0.4477,1714.79667715,1714.79667715
0.4478,1715.13416982,1715.13416982
0.4479,1715.47164272,1715.47164272
0.448,1715.80909585,1715.80909585
0.4481,1716.14652922,1716.14652922
0.4482,1716.48394282,1716.48394282
0.4483,1716.82133666,1716.82133666
0.4484,1717.15871073,1717.15871073
0.4485,1717.49606504,1717.49606504
0.4486,1717.83339959,1717.83339959
0.4487,1718.17071438,1718.17071438
0.4488,1718.50800941,1718.50800941
0.4489,1718.84528468,1718.84528468
0.449,1719.1825402,1719.1825402
0.4491,1719.51977595,1719.51977595
0.4492,1719.85699195,1719.85699195
0.4493,1720.19418819,1720.19418819
0.4494,1720.53136467,1720.53136467
0.4495,1720.8685214,1720.8685214
0.4496,1721.20565837,1721.20565837
0.4497,1721.54277559,1721.54277559
0.4498,1721.87987306,1721.87987306
0.4499,1722.21695078,1722.21695078
0.45,1722.55400874,1722.55400874
0.4501,1722.89104696,1722.89104696
0.4502,1723.22806542,1723.22806542
0.4503,1723.56506414,1723.56506414
0.4504,1723.90204311,1723.90204311
0.4505,1724.23900233,1724.23900233
0.4506,1724.5759418,1724.5759418
0.4507,1724.91286153,1724.91286153
0.4508,1725.24976151,1725.24976151
0.4509,1725.58664175,1725.58664175
0.451,1725.92350224,1725.92350224
0.4511,1726.26034299,1726.26034299
0.4512,1726.597164,1726.597164
0.4513,1726.93396526,1726.93396526
0.4514,1727.27074679,1727.27074679
0.4515,1727.60750858,1727.60750858
0.4516,1727.94425062,1727.94425062
0.4517,1728.28097293,1728.28097293
0.4518,1728.6176755,1728.6176755
0.4519,1728.95435833,1728.95435833
0.452,1729.29102143,1729.29102143
0.4521,1729.62766479,1729.62766479
0.4522,1729.96428842,1729.96428842
0.4523,1730.30089231,1730.30089231
0.4524,1730.63747647,1730.63747647
0.4525,1730.9740409,1730.9740409
0.4526,1731.31058559,1731.31058559
0.4527,1731.64711055,1731.64711055
0.4528,1731.98361579,1731.98361579
0.4529,1732.32010129,1732.32010129
0.453,1732.65656707,1732.65656707
0.4531,1732.99301311,1732.99301311
0.4532,1733.32943943,1733.32943943
0.4533,1733.66584603,1733.66584603
0.4534,1734.0022329,1734.0022329
0.4535,1734.33860004,1734.33860004
0.4536,1734.67494746,1734.67494746
0.4537,1735.01127515,1735.01127515
0.4538,1735.34758313,1735.34758313
0.4539,1735.68387138,1735.68387138
0.454,1736.02013991,1736.02013991
0.4541,1736.35638872,1736.35638872
0.4542,1736.6926178,1736.6926178
0.4543,1737.02882718,1737.02882718
0.4544,1737.36501683,1737.36501683
0.4545,1737.70118676,1737.70118676
0.4546,1738.03733698,1738.03733698
0.4547,1738.37346748,1738.37346748
0.4548,1738.70957827,1738.70957827
0.4549,1739.04566934,1739.04566934
0.455,1739.3817407,1739.3817407
0.4551,1739.71779235,1739.71779235
0.4552,1740.05382428,1740.05382428
0.4553,1740.38983651,1740.38983651
0.4554,1740.72582902,1740.72582902
0.4555,1741.06180182,1741.06180182
0.4556,1741.39775491,1741.39775491
0.4557,1741.7336883,1741.7336883
0.4558,1742.06960198,1742.06960198
0.4559,1742.40549595,1742.40549595
0.456,1742.74137021,1742.74137021
0.4561,1743.07722477,1743.07722477
0.4562,1743.41305963,1743.41305963
0.4563,1743.74887478,1743.74887478
0.4564,1744.08467023,1744.08467023
0.4565,1744.42044597,1744.42044597
0.4566,1744.75620202,1744.75620202
0.4567,1745.09193836,1745.09193836
0.4568,1745.42765501,1745.42765501
0.4569,1745.76335195,1745.76335195
0.457,1746.0990292,1746.0990292
0.4571,1746.43468675,1746.43468675
0.4572,1746.7703246,1746.7703246
0.4573,1747.10594276,1747.10594276
0.4574,1747.44154122,1747.44154122
0.4575,1747.77711998,1747.77711998
0.4576,1748.11267906,1748.11267906
0.4577,1748.44821844,1748.44821844
0.4578,1748.78373812,1748.78373812
0.4579,1749.11923812,1749.11923812
0.458,1749.45471842,1749.45471842
0.4581,1749.79017904,1749.79017904
0.4582,1750.12561996,1750.12561996
0.4583,1750.4610412,1750.4610412
0.4584,1750.79644275,1750.79644275
0.4585,1751.13182461,1751.13182461
0.4586,1751.46718679,1751.46718679
0.4587,1751.80252928,1751.80252928
0.4588,1752.13785209,1752.13785209
0.4589,1752.47315521,1752.47315521
0.459,1752.80843865,1752.80843865
0.4591,1753.14370241,1753.14370241
0.4592,1753.47894648,1753.47894648
0.4593,1753.81417088,1753.81417088
0.4594,1754.14937559,1754.14937559
0.4595,1754.48456063,1754.48456063
0.4596,1754.81972599,1754.81972599
0.4597,1755.15487167,1755.15487167
0.4598,1755.48999767,1755.48999767
0.4599,1755.825104,1755.825104
0.46,1756.16019065,1756.16019065
0.4601,1756.49525762,1756.49525762
0.4602,1756.83030493,1756.83030493
0.4603,1757.16533256,1757.16533256
0.4604,1757.50034051,1757.50034051
0.4605,1757.8353288,1757.8353288
0.4606,1758.17029742,1758.17029742
0.4607,1758.50524636,1758.50524636
0.4608,1758.84017564,1758.84017564
0.4609,1759.17508524,1759.17508524
0.461,1759.50997518,1759.50997518
0.4611,1759.84484546,1759.84484546
0.4612,1760.17969606,1760.17969606
0.4613,1760.51452701,1760.51452701
0.4614,1760.84933828,1760.84933828
0.4615,1761.1841299,1761.1841299
0.4616,1761.51890185,1761.51890185
0.4617,1761.85365413,1761.85365413
0.4618,1762.18838676,1762.18838676
0.4619,1762.52309973,1762.52309973
0.462,1762.85779303,1762.85779303
0.4621,1763.19246668,1763.19246668
0.4622,1763.52712067,1763.52712067
0.4623,1763.861755,1763.861755
0.4624,1764.19636967,1764.19636967
0.4625,1764.53096469,1764.53096469
0.4626,1764.86554005,1764.86554005
0.4627,1765.20009576,1765.20009576
0.4628,1765.53463182,1765.53463182
0.4629,1765.86914822,1765.86914822
0.463,1766.20364497,1766.20364497
0.4631,1766.53812206,1766.53812206
0.4632,1766.87257951,1766.87257951
0.4633,1767.20701731,1767.20701731
0.4634,1767.54143546,1767.54143546
0.4635,1767.87583396,1767.87583396
0.4636,1768.21021281,1768.21021281
0.4637,1768.54457202,1768.54457202
0.4638,1768.87891158,1768.87891158
0.4639,1769.21323149,1769.21323149
0.464,1769.54753176,1769.54753176
0.4641,1769.88181239,1769.88181239
0.4642,1770.21607337,1770.21607337
0.4643,1770.55031471,1770.55031471
0.4644,1770.88453641,1770.88453641
0.4645,1771.21873847,1771.21873847
0.4646,1771.55292089,1771.55292089
0.4647,1771.88708368,1771.88708368
0.4648,1772.22122682,1772.22122682
0.4649,1772.55535033,1772.55535033
0.465,1772.88945419,1772.88945419
0.4651,1773.22353843,1773.22353843
0.4652,1773.55760303,1773.55760303
0.4653,1773.89164799,1773.89164799
0.4654,1774.22567332,1774.22567332
0.4655,1774.55967902,1774.55967902
0.4656,1774.89366509,1774.89366509
0.4657,1775.22763152,1775.22763152
0.4658,1775.56157833,1775.56157833
0.4659,1775.8955055,1775.8955055
0.466,1776.22941305,1776.22941305
0.4661,1776.56330097,1776.56330097
0.4662,1776.89716926,1776.89716926
0.4663,1777.23101792,1777.23101792
0.4664,1777.56484696,1777.56484696
0.4665,1777.89865638,1777.89865638
0.4666,1778.23244617,1778.23244617
0.4667,1778.56621634,1778.56621634
0.4668,1778.89996688,1778.89996688
0.4669,1779.2336978,1779.2336978
0.467,1779.56740911,1779.56740911
0.4671,1779.90110079,1779.90110079
0.4672,1780.23477285,1780.23477285
0.4673,1780.56842529,1780.56842529
0.4674,1780.90205812,1780.90205812
0.4675,1781.23567133,1781.23567133
0.4676,1781.56926492,1781.56926492
0.4677,1781.9028389,1781.9028389
0.4678,1782.23639326,1782.23639326
0.4679,1782.56992801,1782.56992801
0.468,1782.90344315,1782.90344315
0.4681,1783.23693867,1783.23693867
0.4682,1783.57041459,1783.57041459
0.4683,1783.90387089,1783.90387089
0.4684,1784.23730758,1784.23730758
0.4685,1784.57072466,1784.57072466
0.4686,1784.90412214,1784.90412214
0.4687,1785.2375,1785.2375
0.4688,1785.57085826,1785.57085826
0.4689,1785.90419692,1785.90419692
0.469,1786.23751597,1786.23751597
0.4691,1786.57081541,1786.57081541
0.4692,1786.90409525,1786.90409525
0.4693,1787.23735549,1787.23735549
0.4694,1787.57059613,1787.57059613
0.4695,1787.90381716,1787.90381716
0.4696,1788.2370186,1788.2370186
0.4697,1788.57020043,1788.57020043
0.4698,1788.90336267,1788.90336267
0.4699,1789.23650531,1789.23650531
0.47,1789.56962835,1789.56962835
0.4701,1789.90273179,1789.90273179
0.4702,1790.23581564,1790.23581564
0.4703,1790.5688799,1790.5688799
0.4704,1790.90192456,1790.90192456
0.4705,1791.23494962,1791.23494962
0.4706,1791.5679551,1791.5679551
0.4707,1791.90094098,1791.90094098
0.4708,1792.23390727,1792.23390727
0.4709,1792.56685397,1792.56685397
0.471,1792.89978108,1792.89978108
0.4711,1793.23268861,1793.23268861
0.4712,1793.56557654,1793.56557654
0.4713,1793.89844489,1793.89844489
0.4714,1794.23129366,1794.23129366
0.4715,1794.56412283,1794.56412283
0.4716,1794.89693243,1794.89693243
0.4717,1795.22972243,1795.22972243
0.4718,1795.56249286,1795.56249286
0.4719,1795.89524371,1795.89524371
0.472,1796.22797497,1796.22797497
0.4721,1796.56068665,1796.56068665
0.4722,1796.89337875,1796.89337875
0.4723,1797.22605128,1797.22605128
0.4724,1797.55870422,1797.55870422
0.4725,1797.89133759,1797.89133759
0.4726,1798.22395138,1798.22395138
0.4727,1798.5565456,1798.5565456
0.4728,1798.88912024,1798.88912024
0.4729,1799.2216753,1799.2216753
0.473,1799.55421079,1799.55421079
0.4731,1799.88672671,1799.88672671
0.4732,1800.21922306,1800.21922306
0.4733,1800.55169984,1800.55169984
0.4734,1800.88415705,1800.88415705
0.4735,1801.21659469,1801.21659469
0.4736,1801.54901276,1801.54901276
0.4737,1801.88141126,1801.88141126
0.4738,1802.21379019,1802.21379019
0.4739,1802.54614956,1802.54614956
0.474,1802.87848936,1802.87848936
0.4741,1803.2108096,1803.2108096
0.4742,1803.54311028,1803.54311028
0.4743,1803.87539139,1803.87539139
0.4744,1804.20765294,1804.20765294
0.4745,1804.53989492,1804.53989492
0.4746,1804.87211735,1804.87211735
0.4747,1805.20432022,1805.20432022
0.4748,1805.53650353,1805.53650353
0.4749,1805.86866728,1805.86866728
0.475,1806.20081147,1806.20081147
0.4751,1806.53293611,1806.53293611
0.4752,1806.86504119,1806.86504119
0.4753,1807.19712671,1807.19712671
0.4754,1807.52919269,1807.52919269
0.4755,1807.8612391,1807.8612391
0.4756,1808.19326597,1808.19326597
0.4757,1808.52527328,1808.52527328
0.4758,1808.85726105,1808.85726105
0.4759,1809.18922926,1809.18922926
0.476,1809.52117792,1809.52117792
0.4761,1809.85310704,1809.85310704
0.4762,1810.1850166,1810.1850166
0.4763,1810.51690662,1810.51690662
0.4764,1810.8487771,1810.8487771
0.4765,1811.18062803,1811.18062803
0.4766,1811.51245941,1811.51245941
0.4767,1811.84427125,1811.84427125
0.4768,1812.17606355,1812.17606355
0.4769,1812.5078363,1812.5078363
0.477,1812.83958952,1812.83958952
0.4771,1813.17132319,1813.17132319
0.4772,1813.50303733,1813.50303733
0.4773,1813.83473192,1813.83473192
0.4774,1814.16640698,1814.16640698
0.4775,1814.4980625,1814.4980625
0.4776,1814.82969848,1814.82969848
0.4777,1815.16131493,1815.16131493
0.4778,1815.49291184,1815.49291184
0.4779,1815.82448922,1815.82448922
0.478,1816.15604707,1816.15604707
0.4781,1816.48758538,1816.48758538
0.4782,1816.81910416,1816.81910416
0.4783,1817.15060341,1817.15060341
0.4784,1817.48208314,1817.48208314
0.4785,1817.81354333,1817.81354333
0.4786,1818.14498399,1818.14498399
0.4787,1818.47640513,1818.47640513
0.4788,1818.80780674,1818.80780674
0.4789,1819.13918882,1819.13918882
0.479,1819.47055138,1819.47055138
0.4791,1819.80189441,1819.80189441
0.4792,1820.13321792,1820.13321792
0.4793,1820.46452191,1820.46452191
0.4794,1820.79580638,1820.79580638
0.4795,1821.12707132,1821.12707132
0.4796,1821.45831675,1821.45831675
0.4797,1821.78954265,1821.78954265
0.4798,1822.12074904,1822.12074904
0.4799,1822.45193591,1822.45193591
0.48,1822.78310326,1822.78310326
0.4801,1823.11425109,1823.11425109
0.4802,1823.44537941,1823.44537941
0.4803,1823.77648822,1823.77648822
0.4804,1824.10757751,1824.10757751
0.4805,1824.43864729,1824.43864729
0.4806,1824.76969756,1824.76969756
0.4807,1825.10072831,1825.10072831
0.4808,1825.43173956,1825.43173956
0.4809,1825.76273129,1825.76273129
0.481,1826.09370352,1826.09370352
0.4811,1826.42465624,1826.42465624
0.4812,1826.75558945,1826.75558945
0.4813,1827.08650315,1827.08650315
0.4814,1827.41739735,1827.41739735
0.4815,1827.74827205,1827.74827205
0.4816,1828.07912724,1828.07912724
0.4817,1828.40996293,1828.40996293
0.4818,1828.74077911,1828.74077911
0.4819,1829.0715758,1829.0715758
0.482,1829.40235298,1829.40235298
0.4821,1829.73311066,1829.73311066
0.4822,1830.06384885,1830.06384885
0.4823,1830.39456753,1830.39456753
0.4824,1830.72526672,1830.72526672
0.4825,1831.05594641,1831.05594641
0.4826,1831.38660661,1831.38660661
0.4827,1831.71724731,1831.71724731
0.4828,1832.04786851,1832.04786851
0.4829,1832.37847023,1832.37847023
0.483,1832.70905245,1832.70905245
0.4831,1833.03961518,1833.03961518
0.4832,1833.37015842,1833.37015842
0.4833,1833.70068217,1833.70068217
0.4834,1834.03118642,1834.03118642
0.4835,1834.3616712,1834.3616712
0.4836,1834.69213648,1834.69213648
0.4837,1835.02258227,1835.02258227
0.4838,1835.35300859,1835.35300859
0.4839,1835.68341541,1835.68341541
0.484,1836.01380275,1836.01380275
0.4841,1836.34417061,1836.34417061
0.4842,1836.67451898,1836.67451898
0.4843,1837.00484788,1837.00484788
0.4844,1837.33515729,1837.33515729
0.4845,1837.66544722,1837.66544722
0.4846,1837.99571767,1837.99571767
0.4847,1838.32596865,1838.32596865
0.4848,1838.65620014,1838.65620014
0.4849,1838.98641216,1838.98641216
0.485,1839.3166047,1839.3166047
0.4851,1839.64677777,1839.64677777
0.4852,1839.97693137,1839.97693137
0.4853,1840.30706549,1840.30706549
0.4854,1840.63718013,1840.63718013
0.4855,1840.96727531,1840.96727531
0.4856,1841.29735101,1841.29735101
0.4857,1841.62740724,1841.62740724
0.4858,1841.95744401,1841.95744401
0.4859,1842.2874613,1842.2874613
0.486,1842.61745913,1842.61745913
0.4861,1842.94743749,1842.94743749
0.4862,1843.27739639,1843.27739639
0.4863,1843.60733581,1843.60733581
0.4864,1843.93725578,1843.93725578
0.4865,1844.26715628,1844.26715628
0.4866,1844.59703732,1844.59703732
0.4867,1844.92689889,1844.92689889
0.4868,1845.25674101,1845.25674101
0.4869,1845.58656366,1845.58656366
0.487,1845.91636686,1845.91636686
0.4871,1846.24615059,1846.24615059
0.4872,1846.57591487,1846.57591487
0.4873,1846.90565969,1846.90565969
0.4874,1847.23538505,1847.23538505
0.4875,1847.56509096,1847.56509096
0.4876,1847.89477742,1847.89477742
0.4877,1848.22444442,1848.22444442
0.4878,1848.55409196,1848.55409196
0.4879,1848.88372006,1848.88372006
0.488,1849.2133287,1849.2133287
0.4881,1849.5429179,1849.5429179
0.4882,1849.87248764,1849.87248764
0.4883,1850.20203794,1850.20203794
0.4884,1850.53156878,1850.53156878
0.4885,1850.86108018,1850.86108018
0.4886,1851.19057214,1851.19057214
0.4887,1851.52004464,1851.52004464
0.4888,1851.84949771,1851.84949771
0.4889,1852.17893133,1852.17893133
0.489,1852.5083455,1852.5083455
0.4891,1852.83774024,1852.83774024
0.4892,1853.16711553,1853.16711553
0.4893,1853.49647138,1853.49647138
0.4894,1853.8258078,1853.8258078
0.4895,1854.15512477,1854.15512477
0.4896,1854.4844223,1854.4844223
0.4897,1854.8137004,1854.8137004
0.4898,1855.14295907,1855.14295907
0.4899,1855.47219829,1855.47219829
0.49,1855.80141808,1855.80141808
0.4901,1856.13061844,1856.13061844
0.4902,1856.45979937,1856.45979937
0.4903,1856.78896086,1856.78896086
0.4904,1857.11810292,1857.11810292
0.4905,1857.44722555,1857.44722555
0.4906,1857.77632876,1857.77632876
0.4907,1858.10541253,1858.10541253
0.4908,1858.43447687,1858.43447687
0.4909,1858.76352179,1858.76352179
0.491,1859.09254728,1859.09254728
0.4911,1859.42155335,1859.42155335
0.4912,1859.75053999,1859.75053999
0.4913,1860.0795072,1860.0795072
0.4914,1860.408455,1860.408455
0.4915,1860.73738337,1860.73738337
0.4916,1861.06629232,1861.06629232
0.4917,1861.39518185,1861.39518185
0.4918,1861.72405196,1861.72405196
0.4919,1862.05290265,1862.05290265
0.492,1862.38173392,1862.38173392
0.4921,1862.71054578,1862.71054578
0.4922,1863.03933822,1863.03933822
0.4923,1863.36811125,1863.36811125
0.4924,1863.69686485,1863.69686485
0.4925,1864.02559905,1864.02559905
0.4926,1864.35431383,1864.35431383
0.4927,1864.6830092,1864.6830092
0.4928,1865.01168516,1865.01168516
0.4929,1865.34034171,1865.34034171
0.493,1865.66897885,1865.66897885
0.4931,1865.99759658,1865.99759658
0.4932,1866.32619491,1866.32619491
0.4933,1866.65477382,1866.65477382
0.4934,1866.98333333,1866.98333333
0.4935,1867.31187344,1867.31187344
0.4936,1867.64039413,1867.64039413
0.4937,1867.96889543,1867.96889543
0.4938,1868.29737732,1868.29737732
0.4939,1868.62583981,1868.62583981
